"20220323_56l62LRpw1LcF56zef1BFcTC.png","Ba lô Herschel Dawson Vintage Floral","699.300 ₫","999.000 ₫"
"20220323_rnGXzeSKqUlpp5USdSygH6qh.png","Ba lô Herschel Dawson Light Navy","1.470.000 ₫","2.100.000 ₫"
"20220323_tlo7gSE2dhRRAMkxCCwr2Fcg.png","Ba lô Herschel Little America Light Black","1.610.000 ₫","2.300.000 ₫"
"20220323_V2srdt0gM0joGtdt87E9Q3Hp.png","Ba lô Herschel Little America Light Rose","814.100 ₫","1.163.000 ₫"
"https://pos.nvncdn.com/eb9ddb-116318/ps/20220323_56l62LRpw1LcF56zef1BFcTC.png","Ba lô Herschel Dawson Vintage Floral","999.000 ₫","699.300 ₫"
"https://pos.nvncdn.com/eb9ddb-116318/ps/20220323_rnGXzeSKqUlpp5USdSygH6qh.png","Ba lô Herschel Dawson Light Navy","2.100.000 ₫","1.470.000 ₫"
"https://pos.nvncdn.com/eb9ddb-116318/ps/20220323_tlo7gSE2dhRRAMkxCCwr2Fcg.png","Ba lô Herschel Little America Light Black","2.300.000 ₫","1.610.000 ₫"
"https://pos.nvncdn.com/eb9ddb-116318/ps/20220323_V2srdt0gM0joGtdt87E9Q3Hp.png","Ba lô Herschel Little America Light Rose","1.163.000 ₫","814.100 ₫"
